PRODUCT_COD,PRODUCT_NAME,PRODUCT_VAL,DEP_NAME,DEP_COD,SECTION_NAME,SECTION_COD
235938,Preservativo Lubrificante BLOWTEX Skyn com 6 Unidades,13.86,PERFUMARIA,8,PERFUMARIA,20
236081,Torrada Integral Canela e Passas WICKBOLD  140g,3.85,PADARIA,7,PADARIA,19
236165,Pao de Alho Bolinha Tradicional ZINHO 300g,8.95,PADARIA,7,PADARIA,19
236205,Cerveja KARAVELLE Keller Garrafa 600ml,9.79,BEBIDAS,2,CERVEJAS,29
236206,Cerveja KARAVELLE RED ALE Garrafa 600ml,9.79,BEBIDAS,2,CERVEJAS,29
236207,Cerveja 1500 Puro Malte Garrafa 600ml,4.49,BEBIDAS,2,CERVEJAS,29
236208,Cerveja BRASIL KARAVELLE Pilsen  600ml,11.69,BEBIDAS,2,CERVEJAS,29
236334,Energetico FLYING HORSE Garrafa 1 Litro,7.09,BEBIDAS,2,BEBIDAS,4
236594,Argentino Tinto Malbec SANTA JULIA Garrafa 750ml,50.90,PET-SHOP,9,PET-SHOP,21
236595,Vinho Africano Tinto GOATS do ROAM Red 750ml,49.90,BEBIDAS,2,VINHOS,30
236600,Vinho Uruguaio Tinto MARICHAL Premium Tannat Garrafa 750ml,48.90,BEBIDAS,2,VINHOS,30
236601,Vinho Italiano Tinto ANTICHELLO Valpolicella Garrafa 750ml,45.90,BEBIDAS,2,VINHOS,30
236602,Vinho Chileno Branco Vina Sauvignon MAIPO Garrafa 750ml,25.89,BEBIDAS,2,VINHOS,30
236606,Vinho Italiano Tinto Antichello ROSSO Garrafa 750ml,28.90,BEBIDAS,2,VINHOS,30
236610,Vinho Frances Tinto CLERGET Cotes Du Rhone Garrafa 750ml,52.90,BEBIDAS,2,VINHOS,30
236614,Inseticida Aerossol BAYGON Acao Total 400ml Gratis 150ml,8.27,MERCEARIA,6,LIMPEZA,12
236619,Detergente Liquido OMO Multiacao Poder Acelerador 3 Litros,19.90,MERCEARIA,6,LIMPEZA,12
236620,Detergente em Po OMO Progress 900g,9.99,MERCEARIA,6,LIMPEZA,12
236630,Tira Manchas Liquido VANISH Concentrado Sem Cloro Poder O2 450ml,16.79,MERCEARIA,6,LIMPEZA,12
236827,Agua de Coco DO BEM 1 Litro,11.69,BEBIDAS,2,BEBIDAS,4
236982,Espumante Espanhol Branco Cava Brut CLUB DES SOMMELIER Reserva Garrafa 750ml,50.90,BEBIDAS,2,BEBIDAS,4
236990,Inseticida Aerossol RAID a Base de Agua 300ml Gratis 150ml,9.19,MERCEARIA,6,LIMPEZA,12
236993,Limpador Desengordurante para Cozinha Mr MUSCULO Poder Laranja Aparelho Leve 500ml Pague 400ml,9.20,MERCEARIA,6,LIMPEZA,12
236994,Limpador para Sanitario PATO Power 500ml Gratis 250ml,8.69,MERCEARIA,6,LIMPEZA,12
236995,Inseticida Aerossol RAID Multi Insetos com Oleo de Eucalipto 300ml Gratis 150ml,9.19,MERCEARIA,6,LIMPEZA,12
236997,Espumante Branco Espanhol Cava Brut Taanug KOSHER Garrafa 750ml,49.90,BEBIDAS,2,BEBIDAS,4
236999,Vinho Espanhol Tinto CHATELDON Reserva Garrafa 750ml,76.90,BEBIDAS,2,VINHOS,30
237001,Vinho Espanhol Tinto Tempranillo CLUB DES SOMMELIERS Garrafa 750ml,34.90,BEBIDAS,2,VINHOS,30
237002,Vinho Espanhol Branco Xarello CLUB DES SOMMELIERS Garrafa 750ml,34.90,BEBIDAS,2,VINHOS,30
237003,Vinho Espanhol Tinto Cabernet Sauvignon CLOS DE TORRIBAS Garrafa 750ml,56.90,BEBIDAS,2,VINHOS,30
237005,Vinho Espanhol Tinto Garnatxa Negra CLOS TORRIBAS Garrafa 750ml,46.90,BEBIDAS,2,VINHOS,30
237006,Vinho Espanhol Tinto TAANUG Kosher Tempranilo Garrafa 750ml,34.90,BEBIDAS,2,VINHOS,30
237009,"Inseticida Eletrico RAID Liquido 45 Noites 32,9ml com 2 Refil 50 % de Desconto no 2º Refil",16.35,MERCEARIA,6,LIMPEZA,12
237019,"Caldo de Costela SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237020,"Caldo de Frango com Shoyu SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237021,"Caldo de Carne de Panela SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237022,"Caldo de Galinha SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237023,"Caldo de Carne SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237024,"Caldo de Bacon e Cebola SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
237032,Cachaca CAMBRAIA Premium 700ml,81.90,BEBIDAS,2,BEBIDAS,4
237124,Chocolate Branco GAROTO Tablete 150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237125,Chocolate ao Leite GAROTO Tablete 150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237160,Fralda PAMPERS Premium Care Hiper Pack Grande Caixa com 60 Unidades,92.90,BEBES,1,FRALDA,26
237161,Fralda PAMPERS Premium Care Hiper Pack Extra Grande Caixa com 48 Unidades,92.90,BEBES,1,FRALDA,26
237162,Fralda PAMPERS Premium Care Hiper Pack Media Caixa com 72 Unidades,92.90,BEBES,1,FRALDA,26
237228,Pate de Frango SEARA 100g,2.25,PADARIA,7,QUEIJOS-E-FRIOS,22
237233,Peito de Peru Defumado sem Osso Light SEARA 200g,8.27,MERCEARIA,6,MATINAIS,15
237329,Iogurte Grego Sabor Baunilha VIGOR 100g,1.99,MERCEARIA,6,MATINAIS,15
237330,Iogurte Grego Tradicional VIGOR 100g,1.99,MERCEARIA,6,MATINAIS,15
237533,Chocolate de Caju e Passas GAROTO Tablete 150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237535,Chocolate ao Leite com Castanha de Caju GAROTO Tablete 150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237536,Chocolate Branco com Castanha de Caju Opereta GAROTO Barra 150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237537,Chocolate Meio Amargo GAROTO Tablete  150g,4.49,PADARIA,7,DOCES-E-SOBREMESAS,8
237838,Condicionador ELSEVE Arginina para Cabelos Fragilizados ou Ressecados 200ml,10.25,PERFUMARIA,8,PERFUMARIA,20
237839,Shampoo ELSEVE Arginina para Cabelos Fragilizados ou Ressecados 200ml ,9.02,PERFUMARIA,8,PERFUMARIA,20
237840,Shampoo ELSEVE Arginina para Cabelos Fragilizados e Ressecados 400ml,12.89,PERFUMARIA,8,PERFUMARIA,20
237842,Condicionador ELSEVE Arginina Nutri-Omega 400ml,15.89,PERFUMARIA,8,PERFUMARIA,20
237843,Creme de Pentear ELSEVE Arginina para Cabelos Fragilizados e Ressecados 250ml,13.29,PERFUMARIA,8,PERFUMARIA,20
237844,Manteiga Francesa PRESIDENT La Motte sem Sal 250g,13.99,MERCEARIA,6,MATINAIS,15
237846,Manteiga Extra sem Sal PRESIDENT Pote 125g,6.59,MERCEARIA,6,MATINAIS,15
237892,Tapete Higienico CHALESCO com 7 Unidades ,17.99,PET-SHOP,9,PET-SHOP,21
237911,"Suco de Uva Tinto Integral CAMPO LARGO Garrafa 1,5  Litros",21.90,BEBIDAS,2,BEBIDAS,4
238081,Odorizador de Ambientes BOM AR Air Wick Romero Brito Vida Doce Refil 12ml ,6.59,MERCEARIA,6,LIMPEZA,12
238084,Formula Infantil Nan Soy NESTLE Lata 800g ,70.15,BEBES,1,BEBES,3
238092,Desodorante Aerosol GARNIER Bi-o Invisible sem Perfume Feminino 150ml,10.65,PERFUMARIA,8,DESODORANTES,37
238157,Azeitona Recheada com Atum SERPIS 235g,7.15,MERCEARIA,6,ALIMENTOS,1
238158,Azeitona Recheada com Presunto SERPIS Pote 235g,7.59,MERCEARIA,6,ALIMENTOS,1
238159,Azeitona Recheada com Queijo SERPIS Vidro 235g,7.59,MERCEARIA,6,ALIMENTOS,1
238174,Crepe Natural CREAPAN Caixa 600g,20.90,FRIOS,5,CONGELADOS,7
238179,Espumante Brasileiro Brut Charmat CLUB DES SOMMELIERS Garrafa 750ml ,23.90,BEBIDAS,2,BEBIDAS,4
238320,Azeitona Verde Recheada com Pimentao Serpis TABASCO Vidro 340g,11.25,MERCEARIA,6,ALIMENTOS,1
238322,Azeitona Verde com Caroco Picante Serpis TABASCO Vidro 340g,8.09,MERCEARIA,6,ALIMENTOS,1
238338,Carne Salgada de Pernil Suino sem Osso PRIETO Pacote 500g,15.85,CARNES,3,SUINOS,33
238359,File de Frango Temperado Congelado SEARA Pacote 1kg,12.99,CARNES,3,AVES,32
238360,Frango a Passarinho Temperado Congelado SEARA Pacote 1kg,9.49,FRIOS,5,CONGELADOS,7
238361,Coxinha da Asa Temperada Congelada SEARA Pacote 1kg,11.59,CARNES,3,CARNES,6
238362,Filezinho de Frango Temperado Congelado SEARA Pacote 1kg,12.99,FRIOS,5,CONGELADOS,7
238431,Vinho Argentino Tinto Tempranilo Malbec ZUCARDI Garrafa 750ml,125.90,BEBIDAS,2,VINHOS,30
238602,Aparelho de Barbear GILLETTE Prestobarba 3 Body Sense Masculino com 2 Unidades,12.09,PERFUMARIA,8,PERFUMARIA,20
238668,Pessego Paraguayo Bandeja 600g,10.98,FLV,4,FEIRA,10
238688,Biscoito WALKERS com Pedacos de Chocolate Amargo e Chocolate Branco Caixa 150g,26.25,MERCEARIA,6,BISCOITOS-E-SNACKS,5
238689,Mini Biscoito WALKERS Amanteigado em Barrinhas Pacote 125g,19.90,PET-SHOP,9,PET-SHOP,21
238769,Presunto Cru sem Osso VILLANI EMILIAN Fatiado 100g,9.53,MERCEARIA,6,MATINAIS,15
238967,Sal Grosso Iodado Cimsal FLOR DE SAL 350g,26.90,MERCEARIA,6,ALIMENTOS,1
239665,Molho de Tomate com Vodka Sauce BERTOLLI Vidro 680g,27.49,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
239668,Molho Branco Alfredo com Cogumelo BERTOLLI 425g,28.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
239714,Chocolate Organico Meio Amargo 70 CHOKOLAH Tablete 80g,13.99,PADARIA,7,DOCES-E-SOBREMESAS,8
239814,Pure de Maca Organico BLESSING 180g,20.90,BEBES,1,BEBES,3
239815,Geleia Organica de Frutas Vermelhas BLESSING Vidro 180g,23.75,MERCEARIA,6,MATINAIS,15
240198,Oleo Multiuso WD40 Spray 300ml,19.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
240211,Queijo parmesao SANCOR forma pedaco 200g,12.70,MERCEARIA,6,MATINAIS,15
240212,Queijo Parmesao TIROLEZ Pedaco 200g,16.94,PADARIA,7,QUEIJOS-E-FRIOS,22
240327,Molho para Salada Blue Cheese HEINZ 400ml,24.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
240329,Maionese HEINZ 220g,10.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
240331,Figada Cremosa  Com  Nozes DAVID 680g,17.75,PADARIA,7,DOCES-E-SOBREMESAS,8
240335,"Caldo de Legumes SAZON 37,5g com 5 Saches",1.55,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
240379,Mistura para Bolo de Caneca Sabor Milho Dr. OETKER 70g,2.29,PADARIA,7,DOCES-E-SOBREMESAS,8
240381,Mistura para Bolo de Caneca Sabor Brigadeiro Dr. OETKER 70g,2.29,PADARIA,7,DOCES-E-SOBREMESAS,8
240592,Suspiro MINAS E CIA Pacote 180g,8.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
240593,Carolinas MINAS E CIA 150g,9.90,PADARIA,7,PADARIA,19
240594,Samanta MINAS E CIA Pacote 150g,9.90,PADARIA,7,PADARIA,19
240595,Rosquinha de Leite MINAS E CIA Pacote 200g,6.90,MERCEARIA,6,BISCOITOS-E-SNACKS,5
240596,Biscoito MINAS E CIA de Polvilho Salgado Pacote 70g,6.90,MERCEARIA,6,BISCOITOS-E-SNACKS,5
240768,Geleia Organica de Blueberry BLESSING Vidro 200g,23.75,MERCEARIA,6,MATINAIS,15
240797,Confeito de Chocolate Gotas Decor Festa Dr. OETKER Pacote 80g,7.15,PADARIA,7,DOCES-E-SOBREMESAS,8
240851,Sabonete Antibacteriano PROTEX Men Sports 90g,2.09,PERFUMARIA,8,PERFUMARIA,20
240852,Sabonete Antibacteriano PROTEX Men Energy 90g,2.09,PERFUMARIA,8,PERFUMARIA,20
241000,Bebida Lactea Sabor Vitaminas de Frutas Neston Fast NESTLE Garrafa 280ml,2.99,BEBIDAS,2,BEBIDAS,4
241047,Queijo Italiano GROK Classico 60g,31.25,MERCEARIA,6,MATINAIS,15
241068,Espumante Chileno PALO ALTO Garrafa 750ml,46.90,BEBIDAS,2,BEBIDAS,4
241126,Vinho Argentino Tinto Cabernet Sauvignon GORDO By Ravin Garrafa 750ml,30.09,BEBIDAS,2,VINHOS,30
241169,Sorvete Napolitano Especial KIBON Pote 2 Litros,18.50,FRIOS,5,SORVETES,36
241265,Desodorante Antitranspirante Aerosol DOVE Pure 169ml,14.39,PERFUMARIA,8,DESODORANTES,37
241267,Desodorante Antitranspirante Aerosol Dove MEN+CARE Silver Control 150ml,14.39,PERFUMARIA,8,DESODORANTES,37
241399,Canudo Flexivel Guarda Chuva com 10 Unidades,5.35,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
241402,Canudo Importado Rigido Formas com 5 Unidades ,9.29,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
241404,Protetor Solar SUNDOWN Spray Pele Molhada Fator 30 200ml,39.75,PERFUMARIA,8,PROTETORES SOLARES,38
241405,Canudo Flexivel Frutas com 10 Unidades,5.39,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
241462,Shampoo DOVE Men Care 2 em 1 Forca Resistente 400ml,13.99,PERFUMARIA,8,PERFUMARIA,20
241469,Refresco em Po MID de Uva 25g,0.79,BEBIDAS,2,REFRESCOS,31
241475,Refresco em Po MID de Abacaxi 25g,0.79,BEBIDAS,2,REFRESCOS,31
241477,Refresco em Po MID de Maracuja 25g,1.15,BEBIDAS,2,REFRESCOS,31
241483,Refresco em Po MID de Limao 25g,0.79,BEBIDAS,2,REFRESCOS,31
241521, Protetor Solar Spray SUNDOWN Pele Molhada Fator 50 200ml,57.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
241549,Formula Infantil Aptamil H.A DANONE Lata 400g,42.49,BEBES,1,BEBES,3
241568,Sabonete Liquido Antibacteriano LIFEBUOY Total Refil 220ml,7.13,PERFUMARIA,8,PERFUMARIA,20
241580,Protetor Solar NIVEA Bronze Locao Fator 6 200ml,27.79,PERFUMARIA,8,PROTETORES SOLARES,38
241612,Cereja Seca a Granel 200g,54.34,PADARIA,7,DOCES-E-SOBREMESAS,8
241632,Protetor Solar Hidratante SUNDOWN Starck Fator 60 200ml,53.90,PERFUMARIA,8,PROTETORES SOLARES,38
241649,Queijo Camembert CAMPO LINDO 220g,24.75,MERCEARIA,6,MATINAIS,15
241651,Biscoito com Cobertura de Chocolate Bis Xtra LACTA 55g Unidade,2.85,MERCEARIA,6,BISCOITOS-E-SNACKS,5
241654,Polpa de Acerola DEMARCHI 200g,2.95,FRIOS,5,CONGELADOS,7
241657,Polpa de Abacaxi com Hortela DEMARCHI 200g,2.95,FRIOS,5,CONGELADOS,7
241668,Bolo Suico Doce de Leite CASA SUICA 370g,13.50,PADARIA,7,PADARIA,19
241669,Bolo Integral Zero Castanha do Para CASA SUICA 250g,12.09,PADARIA,7,PADARIA,19
241670,Bolo Integral Zero Nozes CASA SUICA 250g,12.09,PADARIA,7,PADARIA,19
241685,Enxague Bucal COLGATE Plax Mint Pacote Especial com 2 Unidades,18.80,PERFUMARIA,8,PERFUMARIA,20
241953,Biscoito Recheado com Sorvete de Baunilha sem Lactose TOFUTTI 372g com 8 Unidades,39.19,FRIOS,5,SORVETES,36
241954,Sorvete de Nozes sem Lactose TOFUTTI Pote 474ml,27.19,FRIOS,5,SORVETES,36
241955,Sorvete de Baunilha com Amendoa sem Lactose TOFUTTI  Pote 473ml,27.19,FRIOS,5,SORVETES,36
241959,Torrada Multi Graos BAUDUCCO 160g,2.85,PADARIA,7,PADARIA,19
241975,Sorvete de Baunilha sem Lactose TOFUTTI Pote 473ml,27.19,FRIOS,5,SORVETES,36
241995,Molho para Salada Caesar HEINZ 400ml,24.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
241996,Molho para Salada Sabor Mel e Mostarda HEINZ 400ml,24.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
241997,Molho Americano Burger HEINZ 220g,16.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
242121,Protetor Solar Expertise Toque Seco L`OREAL Paris Fator 30 50g,55.75,PERFUMARIA,8,PROTETORES SOLARES,38
242216,Mix de Frutas Desidratadas e Sementes FRUTOLLA Sache 100g,11.59,FLV,4,FEIRA,10
242331,Queijo de Leite de Cabra Maturado Mini PAIVA 250g,47.14,MERCEARIA,6,MATINAIS,15
242449,Tempero para Preparo de Comida Tipica do Magrebe Couscous CANNAMELA 40g,14.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
242535,Almondega de Soja com Oregano SOJA MANIA 300g,14.50,FRIOS,5,CONGELADOS,7
242549,Cerveja WAY Irish Red Garrafa 310ml,8.85,BEBIDAS,2,CERVEJAS,29
243130,Vinho Californiano Tinto WOODBRIDGE Cabernet Sauvignon Garrafa 750ml,55.90,BEBIDAS,2,VINHOS,30
243174,Pate de Salmao GOMES DA COSTA 150g,9.90,PADARIA,7,QUEIJOS-E-FRIOS,22
243346,Tempero para Preparo de Comida Tipica Oriental Kebab CANNAMELA 40g,9.90,MERCEARIA,6,ETNICOS,9
243364,Salsicha Aperitivo CERATTI Bandeja 300g,9.03,CARNES,3,CARNES,6
243368,Bolinho com Gotas de Chocolate BAUDUCCO 40g,1.19,PADARIA,7,PADARIA,19
243461,Tempero para Preparo de Tacos e Burritos CANNAMELA Caixa 40g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243486,Linguica de Frango SADIA Bandeja 1kg,14.82,CARNES,3,AVES,32
243505,Presunto Cru Ondulado VILLANI Fatiado 100g,25.50,MERCEARIA,6,MATINAIS,15
243535,Salsicha FRIGOR HANS Bandeja 300g,7.22,CARNES,3,CARNES,6
243538,Salsicha VIENA HASN 500g,9.00,CARNES,3,CARNES,6
243621,Shampoo DOVE Men Care 2 em 1 Forca Resistente 200ml,9.65,PERFUMARIA,8,PERFUMARIA,20
243959,Tempero para Preparo de Churrasco CANNAMELA 30g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243960,Mix de Sal Grosso e Alecrim com Moedor CANNAMELA Vidro 30g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243961,Mix de Sal Grosso e Limao com Moedor CANNAMELA Vidro 22g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243962,Mix de Sal Grosso e Pimenta Preta com Moedor CANNAMELLA Vidro 22g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243963,Mix de Sal Grosso e Pimenta Malagueta com Moedor CANNAMELA Vidro 48g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243964,Tempero para Preparo de Paella CANNAMELA 25g,9.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
243966,Fralda PLENITUD Active Feminino Grande Extra Grande Pacote com 8 Unidades,32.89,PERFUMARIA,8,PERFUMARIA,20
243969,Fralda PLENITUD Active Feminino Pequena Media Pacote com 8 Unidades,32.89,PERFUMARIA,8,PERFUMARIA,20
243989,Fralda PLENITUD Active Cotton Masculino Tamanho Unico Pacote com 8 Unidades,32.89,PERFUMARIA,8,PERFUMARIA,20
243999,Condicionador Infantil BEBE NATUREZA Suave 230ml ,8.39,BEBES,1,BEBES,3
244038,Esponja para Banho Infantil ORGANICA Unidade,12.50,BEBES,1,BEBES,3
244049,Fralda PAMPERS Premium Care Extra Extra Grande Mega Pacotao com 32 Unidades,56.90,BEBES,1,FRALDA,26
244127,"Chocolate com Recheio de Caramelo MILK WAY Unidade 52,3g",1.79,PADARIA,7,DOCES-E-SOBREMESAS,8
244146,Lava Roupas Liquido BRILHANTE 3 Litros ,18.69,MERCEARIA,6,LIMPEZA,12
244149,Vinho Brasileiro Tinto ALMADEN Shiraz Garrafa 750ml,18.90,BEBIDAS,2,VINHOS,30
244150,Vinho Brasileiro Tinto ALMADEN Suave Cabernet  Garrafa 750ml,19.99,BEBIDAS,2,VINHOS,30
244152,Vinho Brasileiro Branco ALMADEN Suave Ugni Blanc Garrafa 750ml,19.99,MERCEARIA,6,MARCAS-EXCLUSIVAS,13
244161,Asinha de Frango Organica Congelada KORIN Bandeja 600g,11.19,CARNES,3,AVES,32
244162,Coxa de Frango Organica Congelada KORIN Bandeja 600g ,10.99,CARNES,3,AVES,32
244163,Sobrecoxa de Frango Organica Congelado KORIN 600g,14.19,CARNES,3,AVES,32
244190,Odorizador de Ambientes GLADE Toque de Frescor Ocean Oasis Refil 12ml,5.89,MERCEARIA,6,LIMPEZA,12
244221,Odorizador de Ambientes GLADE Ocean Oasis Spray Refil 269ml,22.25,MERCEARIA,6,LIMPEZA,12
244237,Shampoo Infantil Suave  BEBE NATUREZA 230ml,7.55,BEBES,1,BEBES,3
244431,Escorredor de Prato de Aco Inox com 16 Pecas,99.90,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
244437,Biscoito BELVITA de Avela e Cacau Caixa 90g,3.39,MERCEARIA,6,BISCOITOS-E-SNACKS,5
244438,Biscoito BELVITA ao Leite com Graos de Aveia Caixa 90g,3.39,MERCEARIA,6,BISCOITOS-E-SNACKS,5
244439,Biscoito BELVITA  Mel e Cacau Caixa 90g,3.39,MERCEARIA,6,BISCOITOS-E-SNACKS,5
244574,Queijo Cottage Stimula BALKIS 220g,12.50,MERCEARIA,6,MATINAIS,15
244915,Azeite Especial Extra Virgem HOJIBLANCA Pons Vidro 500ml,14.50,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
244973,Sabonete PALMOLIVE Nutri Milk 90g Leve 6 Pague 5,8.25,PERFUMARIA,8,PERFUMARIA,20
244975,Azeite Espanhol de Oliva Extra Virgem Reserva PONS Vidro 500ml,37.75,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
244988,Iogurte Natural Adocado DANONE 170g,1.69,MERCEARIA,6,MATINAIS,15
244995,Iogurte Liquido com Polpa de Coco ACTIVIA 180g,2.35,MERCEARIA,6,MATINAIS,15
245005,"Esparadrapo Cremer 2,5cm x 0,9m",1.89,PERFUMARIA,8,PERFUMARIA,20
245078,Azeite Espanhol de Oliva Extra Virgem Arbequina PONS Vidro 500ml,16.90,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
245088,"Esparadrapo CREMER 5cm x 4,5m",9.56,PERFUMARIA,8,PERFUMARIA,20
245093,Queijo Parmesao Importado Pedaco 200g,6.97,MERCEARIA,6,MATINAIS,15
245094,Azeite Espanhol de Oliva Extra Virgem Seleccion Familiar PONS Vidro 500ml,13.75,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
245096,Azeite Espanhol Extra Virgem Picual PONS Vidro 500ml,18.25,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
245120,Vodka STOLICHNAYA Garrafa 1 Litro,86.09,BEBIDAS,2,BEBIDAS,4
245195,Desodorizador de Sanitario Mr MUSCULO Pastilha Adesiva Lavanda Leve 4 Pague 3 Unidades,5.69,MERCEARIA,6,LIMPEZA,12
245224,"Picanha Bovina Resfriada PREMIUM GRILL 1,4kg",92.39,CARNES,3,CARNES,6
245225,"File Mignon Bovino Resfriado PREMIUM GRILL 2,1kg",142.58,CARNES,3,BOVINOS,34
245229,Contra File Bovino Resfriado PREMIUM GRILL 2kg,69.98,CARNES,3,BOVINOS,34
245248,"Miolo Alcatra Bovino Resfriado PREMIUM GRIL a Vacuo 1,6kg",55.98,CARNES,3,BOVINOS,34
245250,Salsicha Viena Tripa de Carneiro EDER 500g,9.00,CARNES,3,CARNES,6
245253,"Maminha Bovina Resfriada PREMIUM GRILL 1,2kg",44.51,CARNES,3,CARNES,6
245254,"Fraldinha Bovina Resfriada PREMIUM GRILL 1,3kg",41.59,CARNES,3,CARNES,6
245283,Vodka CIROC Peach Garrafa 750ml,139.90,BEBIDAS,2,BEBIDAS,4
245376,Queijo Cream Cheese Light PHILADELPHIA 300g,8.99,MERCEARIA,6,MATINAIS,15
245384,Adocante Liquido com Stevia ADOCYL 80ml,4.59,MERCEARIA,6,ALIMENTOS,1
245388,Molho Americano Sweet Spicy Pep TABASCO 150ml,28.50,MERCEARIA,6,ETNICOS,9
245601,Biscoito BAUDUCCO Wafer de Max Cookie Pacote 130g,2.55,MERCEARIA,6,BISCOITOS-E-SNACKS,5
245633,Sabonete Liquido Antibacteriano LIFEBUOY Erva Doce 225 ml ,11.25,PERFUMARIA,8,PERFUMARIA,20
245704,Molho Italiano Chunky Blue Cheese MARZETTI Vidro 443ml,28.69,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
245710,Molho Italiano Honey Dijon MARZETTI Vidro 443ml,28.69,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
245716,Cafe Torrado em Grao OCTAVIO Pacote 500g,32.59,BEBIDAS,2,BEBIDAS,4
245726,Lasanha de Frango ao Molho Sugo SADIA 650g,10.90,FRIOS,5,CONGELADOS,7
246240,Cafe Torrado e Moido OCTAVIO Pacote 250g,17.75,MERCEARIA,6,ALIMENTOS,1
246490,Camarao Rosa Limpo AMASA Pacote 400g,81.99,CARNES,3,CARNES,6
246757,Kit com Shampoo e Condicionador DOVE Oleo Nutricao 400ML,22.75,PERFUMARIA,8,PERFUMARIA,20
246771,Sorvete Organico de Maracuja SORBET Pote 490ml,22.25,FRIOS,5,SORVETES,36
246801,Vinagre de Alcool Colorido CASTELO 750ml,1.99,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
246896,Caneta Tira Manchas TIDE To Go 1 unidade,13.75,MERCEARIA,6,ARTIGOS-PARA-O-LAR,2
246897,"Lava Roupas Liquido TIDE Original 1,47 Litros",27.25,MERCEARIA,6,LIMPEZA,12
246922,Racao para Caes DOG CHOW Bem Estar Adulto Racas Pequenas 3kg ,45.90,PET-SHOP,9,RACAO,23
246925,Racao para Caes Bem Estar Filhotes DOG CHOW 1kg ,16.50,PET-SHOP,9,RACAO,23
246939,Vodka WYBOROWA Garrafa 1 Litro,77.90,BEBIDAS,2,BEBIDAS,4
247019,Agua Mineral sem Gas MINALBA Premium Garrafa 300ml,4.45,BEBIDAS,2,BEBIDAS,4
247094,Molho de Alho ALHOFREE 150ml,4.75,MERCEARIA,6,MOLHOS-E-CONDIMENTOS,16
247104,Camarao Limpo Descascado e Cozido Congelado MARIS 111/130  400g,41.35,CARNES,3,CARNES,6
247105,Acai Organico com Guarana TRIBAL ACAI 900ml,20.25,FRIOS,5,CONGELADOS,7
247138,Mix de Frutas Secas Agridoce KROK 100g,19.59,FLV,4,FEIRA,10
247151,Sorvete Organico de Morango SORBET Pote 490ml,22.25,FRIOS,5,SORVETES,36
247152,Sorvete Organico de Amora SORBET Pote 490ml,22.25,FRIOS,5,SORVETES,36
247153,Sorvete Organico de Manga SORBET Pote 490ml,22.25,FRIOS,5,SORVETES,36
247154,Sorvete Organico Acerola SORBET Pote 490ml,22.25,FRIOS,5,SORVETES,36
